time,"[Clarity]Air Temp. in Vehicle (℃)","[Clarity]Air Temp. Outside Vehicle (℃)","[Clarity]Battery Capacity (LineB) (Ah)","[Clarity]Battery Capacity (total) (Ah)","[Clarity]Distance Traveled since Battery Connected (miles)","[Clarity]HV Battery Voltage (LineA) (V)","[Clarity]HV Battery Voltage (LineB) (V)","[Clarity]HV Total Battery Current (A)","[Clarity]Individual Cell Max SOC (Line A) (%)","[Clarity]Individual Cell Max SOC (Line B) (%)","[Clarity]Individual Cell Min SOC (Line A) (%)","[Clarity]Individual Cell Min SOC (Line B) (%)","[Clarity]Input Voltage of Normal Charger (V)","[Clarity]Odometer (miles)","[Clarity]Output Voltage of Normal Charger (V)","[Clarity]SOC (%)","Altitude (GPS) (feet)","Average speed (mph)","Average speed (GPS) (mph)","Distance travelled (miles)","Distance travelled (total) (miles)","EV Instant Energy Consumption (km/kWh)","EV Instant Energy Consumption [kWh/100km] (mi/kWh)","HV EV Battery Power (kW)","Hybrid/EV battery pack remaining charge (%)","Hybrid/EV Battery System Current (A)","Hybrid/EV Battery System Voltage (V)","OBD Module Voltage (V)","Speed (GPS) (mph)","Vehicle acceleration (g)","Vehicle speed (mph)",Latitude,Longtitude,
12:51:47.280,23,13,,54.98,,341.4,,0.86,95.08,,94.16,,,,,98,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:47.573,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.293776,,,,,,,,39.56407577,-104.87567936,
12:51:47.807,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:47.945,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407577,-104.87567936,
12:51:47.992,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407577,-104.87567936,
12:51:48.066,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.421875,,,,,39.56407577,-104.87567936,
12:51:48.394,23,13,,54.98,,341.4,,1.04,95.08,,94.16,,,,,98,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:48.440,,,,,,,,,,,,,,,,,5823.82340932617,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:48.925,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.355264,,,,,,,,39.56407577,-104.87567936,
12:51:49.265,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:49.374,,,,,,,,,,,,,,,,,5806.75879609863,,,,,,,,,,,,,,,39.5640193,-104.8757891,
12:51:49.418,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.5640193,-104.8757891,
12:51:49.465,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.5640193,-104.8757891,
12:51:49.533,,,,,,,,,,,,,,,,,,,,,,,,,,1,341.40625,,,,,39.5640193,-104.8757891,
12:51:49.885,23,13,,54.98,,341.4,,0.96,95.08,,94.16,,,,,98,,,,,,,,,,,,,,,,39.5640193,-104.8757891,
12:51:50.204,,,27.49,,,,341.4,,,95.31,,94.14,,,,,,,,,,,,0.327744,,,,,,,,39.5640193,-104.8757891,
12:51:50.382,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.5640193,-104.8757891,
12:51:50.477,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.5640193,-104.8757891,
12:51:50.535,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.5640193,-104.8757891,
12:51:50.606,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,341.375,,,,,39.5640193,-104.8757891,
12:51:51.049,23,13,,54.98,,340.9,,1.9,95.08,,94.16,,,,,98,,,,,,,,,,,,,,,,39.5640193,-104.8757891,
12:51:51.357,,,27.49,,,,340.9,,,95.31,,94.14,,,,,,,,,,,,0.64771,,,,,,,,39.5640193,-104.8757891,
12:51:51.444,,,,,,,,,,,,,,,,,5823.96838785156,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:51.561,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:51.768,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407505,-104.87568086,
12:51:51.830,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:51:51.900,,,,,,,,,,,,,,,,,,,,,,,,,,,341.28125,,,,,39.56407505,-104.87568086,
12:51:52.220,23,13,,54.98,,341.4,,3.08,95.08,,94.16,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:52.594,,,27.49,,,,341.4,,,95.3,,94.14,,,,,,,,,,,,1.051512,,,,,,,,39.56407505,-104.87568086,
12:51:52.841,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:52.937,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407505,-104.87568086,
12:51:53.008,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:51:53.080,,,,,,,,,,,,,,,,,,,,,,,,,,,341.265625,,,,,39.56407505,-104.87568086,
12:51:53.385,23,13,,54.98,,341.8,,4.02,95.08,,94.16,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:53.443,,,,,,,,,,,,,,,,,5823.96998982422,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:53.734,,,27.49,,,,341.6,,,95.3,,94.13,,,,,,,,,,,,1.373232,,,,,,,,39.56407505,-104.87568086,
12:51:53.913,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:54.001,,,,,,,,,,,,,,,,,,0.0375282981513195,,0.000183586690532844,252.019910517974,0.728209071737332,0.452487999114498,,,,,,,0.00618149500860627,0.621371192237334,39.56407505,-104.87568086,
12:51:54.063,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:51:54.135,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,341.109375,,,,,39.56407505,-104.87568086,
12:51:54.506,23,13,,54.98,,340.9,,6,95.08,,94.16,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:54.879,,,27.49,,,,340.6,,,95.3,,94.13,,,,,,,,,,,,2.0436,,,,,,,,39.56407505,-104.87568086,
12:51:55.057,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:51:55.163,,,,,,,,,,,,,,,,,,0.150621063252221,,0.00078546329367052,252.020512394578,1.46799765120376,0.91217116852613,,,,,,,0.0181346712481251,1.864113576712,39.56407505,-104.87568086,
12:51:55.234,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:51:55.297,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,341.09375,,,,,39.56407505,-104.87568086,
12:51:55.440,,,,,,,,,,,,,,,,,5823.96838785156,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:55.661,23,13,,54.98,,341.4,,5.74,95.07,,94.15,,,,,98,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:55.977,,,27.49,,,,341.4,,,95.29,,94.13,,,,,,,,,,,,1.959636,,,,,,,,39.56407506,-104.87568086,
12:51:56.155,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:56.273,,,,,,,,,,,,,,,,,,0.280949644621815,,0.00155171864022442,252.021278649924,2.04119540567738,1.26833963042116,,,,,,,0.0251511054483159,2.48548476894934,39.56407506,-104.87568086,
12:51:56.352,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407506,-104.87568086,
12:51:56.494,,,,,,,,,,,,,,,,,,,,,,,,,,5,341.125,,,,,39.56407506,-104.87568086,
12:51:56.872,23,13,,54.98,,341.6,,4.96,95.07,,94.15,,,,,98,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:57.175,,,27.49,,,,341.6,,,95.29,,94.12,,,,,,,,,,,,1.694336,,,,,,,,39.56407506,-104.87568086,
12:51:57.361,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:57.565,,,,,,,,,,,,,,,,,,0.415452016174045,,0.00244368483542225,252.022170616119,2.360806829342,1.46693690035507,,,,,,,0.0244828404038477,2.48548476894934,39.56407506,-104.87568086,
12:51:57.634,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407506,-104.87568086,
12:51:57.703,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,341.1875,,,,,39.56407506,-104.87568086,
12:51:58.017,23,13,,54.98,,341.1,,4.12,95.06,,94.15,,,,,98,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:58.387,,,27.49,,,,341.1,,,95.29,,94.12,,,,,,,,,,,,1.405332,,,,,,,,39.56407506,-104.87568086,
12:51:58.597,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:58.697,,,,,,,,,,,,,,,,,,0.457438885130998,,0.0028345082599563,252.022561439544,1.42315125536172,0.884304918695369,,,,,,,,1.24274238447467,39.56407506,-104.87568086,
12:51:58.746,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407506,-104.87568086,
12:51:58.814,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,341.359375,,,,,39.56407506,-104.87568086,
12:51:59.116,23,13,,54.98,,341.1,,0.96,95.06,,94.14,,,,,98,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:59.433,,,,,,,,,,,,,,,,,5823.96678587891,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:59.446,,,27.49,,,,341.6,,,95.29,,94.12,,,,,,,,,,,,0.327936,,,,,,,,39.56407506,-104.87568086,
12:51:59.650,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:51:59.852,,,,,,,,,,,,,,,,,,0.434914335199313,,0.0028345082599563,252.022561439544,0,,,,,,,,-0.0181210487026322,0,39.56407506,-104.87568086,
12:51:59.930,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407506,-104.87568086,
12:52:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,341.328125,,,,,39.56407506,-104.87568086,
12:52:00.301,23,13,,54.98,,341.4,,1.72,95.06,,94.14,,,,,98,,,,,,,,,,,,,,,,39.56407506,-104.87568086,
12:52:00.608,,,27.49,,,,341.4,,,95.29,,94.12,,,,,,,,,,,,0.587208,,,,,,,,39.56407505,-104.87568086,
12:52:00.852,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:01.031,,,,,,,,,,,,,,,,,,0.414116641533754,,0.0028345082599563,252.022561439544,0,,,,,,,,-0.0238142372408461,0,39.56407505,-104.87568086,
12:52:01.090,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:52:01.180,,,,,,,,,,,,,,,,,,,,,,,,,,,341.3125,,,,,39.56407505,-104.87568086,
12:52:01.435,,,,,,,,,,,,,,,,,5823.96758686523,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:01.486,23,13,,54.98,,341.8,,1.8,95.06,,94.14,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:01.878,,,27.49,,,,341.4,,,95.28,,94.12,,,,,,,,,,,,0.61452,,,,,,,,39.56407505,-104.87568086,
12:52:02.060,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:02.196,,,,,,,,,,,,,,,,,,0.395424197775457,,0.0028345082599563,252.022561439544,0,,,,,,,,-0.0244676590290472,0,39.56407505,-104.87568086,
12:52:02.252,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:52:02.339,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,341.203125,,,,,39.56407505,-104.87568086,
12:52:02.432,,,,,,,,,,,,,,,,,5823.96838785156,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:02.746,23,13,,54.98,,340.6,,5.9,95.06,,94.14,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:03.067,,,27.49,,,,340.2,,,95.28,,94.12,,,,,,,,,,,,2.00718,,,,,,,,39.56407505,-104.87568086,
12:52:03.237,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:03.352,,,,,,,,,,,,,,,,,,0.458410992538604,,0.0034332560002364,252.023160187284,1.49463426299584,0.928722386631991,,,,,,,,1.864113576712,39.56407505,-104.87568086,
12:52:03.414,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:52:03.555,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,341,,,,,39.56407505,-104.87568086,
12:52:03.911,23,13,,54.98,,341.4,,6.5,95.05,,94.14,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:04.226,,,27.49,,,,341.6,,,95.28,,94.11,,,,,,,,,,,,2.2204,,,,,,,,39.56407505,-104.87568086,
12:52:04.408,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:04.607,,,,,,,,,,,,,,,,,,0.576180504300676,,0.00451610732212766,252.024243038606,2.2518465141416,1.39923212033868,,,,,,,0.029790276381742,3.10685596118667,39.56407505,-104.87568086,
12:52:04.752,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:52:04.823,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,340.75,,,,,39.56407505,-104.87568086,
12:52:05.131,23,13,,54.98,,341.1,,11.2,95.05,,94.13,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:05.438,,,,,,,,,,,,,,,,,5823.97159179688,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:05.458,,,27.49,,,,340.9,,,95.28,,94.11,,,,,,,,,,,,3.81808,,,,,,,,39.56407505,-104.87568086,
12:52:05.701,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:05.797,,,,,,,,,,,,,,,,,,0.754060079093007,,0.00615964033930733,252.025886571623,2.09529396974396,1.30195490927377,,,,,,,0.0475445094578781,4.97096953789867,39.56407505,-104.87568086,
12:52:05.856,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568086,
12:52:05.927,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,340.890625,,,,,39.56407505,-104.87568086,
12:52:06.224,23,13,,54.98,,341.4,,5.3,95.04,,94.13,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568086,
12:52:06.442,,,,,,,,,,,,,,,,,5823.96998982422,,,,,,,,,,,,,,,39.56407505,-104.87568085,
12:52:06.596,,,27.49,,,,341.6,,,95.27,,94.1,,,,,,,,,,,,1.81048,,,,,,,,39.56407505,-104.87568085,
12:52:06.784,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407505,-104.87568085,
12:52:06.880,,,,,,,,,,,,,,,,,,0.948076476803232,,0.00802983869341932,252.027756769977,5.52339711015863,3.43207878573638,,,,,,,0.0604621001843056,6.21371192237334,39.56407505,-104.87568085,
12:52:06.948,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407505,-104.87568085,
12:52:07.030,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,340.8125,,,,,39.56407505,-104.87568085,
12:52:07.389,23,13,,54.98,,340.9,,9.92,95.04,,94.12,,,,,98,,,,,,,,,,,,,,,,39.56407505,-104.87568085,
12:52:07.440,,,,,,,,,,,,,,,,,5823.96197996094,,,,,,,,,,,,,,,39.56407504,-104.87568084,
12:52:07.724,,,27.49,,,,341.1,,,95.26,,94.09,,,,,,,,,,,,3.383712,,,,,,,,39.56407504,-104.87568084,
12:52:07.911,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407504,-104.87568084,
12:52:08.015,,,,,,,,,,,,,,,,,,1.18149005126309,,0.0103789927586782,252.030105924043,3.54640111215139,2.20363080545862,,,,,,,0.0546742820565349,7.45645430684801,39.56407504,-104.87568084,
12:52:08.084,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407504,-104.87568084,
12:52:08.166,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,340.921875,,,,,39.56407504,-104.87568084,
12:52:08.487,23,13,,54.98,,341.4,,7.18,95.03,,94.12,,,,,98,,,,,,,,,,,,,,,,39.56407504,-104.87568084,
12:52:08.775,,,27.49,,,,341.6,,,95.26,,94.09,,,,,,,,,,,,2.452688,,,,,,,,39.56407504,-104.87568084,
12:52:08.949,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407504,-104.87568084,
12:52:09.047,,,,,,,,,,,,,,,,,,1.39948334527692,,0.0126952876796729,252.032422218964,5.3003072547344,3.29345721918157,,,,,,,0.0510338843127496,8.07782549908534,39.56407504,-104.87568084,
12:52:09.096,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407504,-104.87568084,
12:52:09.232,,,,,,,,,,,,,,,,,,,,,,,,,,,341.109375,,,,,39.56407504,-104.87568084,
12:52:09.453,,,,,,,,,,,,,,,,,5823.95877601562,,,,,,,,,,,,,,,39.56407504,-104.87568084,
12:52:09.625,23,13,,54.98,,341.1,,2.92,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56407504,-104.87568084,
12:52:10.215,,,27.49,,,,341.4,,,95.26,,94.09,,,,,,,,,,,,0.996888,,,,,,,,39.56407504,-104.87568084,
12:52:10.436,,,,,,,,,,,,,,,,,5823.96358193359,,,,,,,,,,,,,,,39.56407499,-104.87568087,
12:52:10.459,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407499,-104.87568087,
12:52:10.540,,,,,,,,,,,,,,,,,,1.69154774697368,,0.0160464806191563,252.035773411903,13.040582292093,8.10303965942012,,,,,,,0.0298567052303035,8.07782549908534,39.56407499,-104.87568087,
12:52:10.586,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407499,-104.87568087,
12:52:10.654,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,341.3125,,,,,39.56407499,-104.87568087,
12:52:10.948,23,13,,54.98,,341.8,,-0.82,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56407499,-104.87568087,
12:52:11.378,,,27.49,,,,341.8,,,95.26,,94.09,,,,,,,,,,,,-0.280276,,,,,,,,39.56407499,-104.87568087,
12:52:11.439,,,,,,,,,,,,,,,,,5823.96037798828,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:11.554,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:11.646,,,,,,,,,,,,,,,,,,1.91131078723888,,0.018718223577778,252.038445154862,-49.9507628195065,-31.0379554439196,,,,,,,0.0237746969780474,8.69919669132267,39.56407499,-104.87568086,
12:52:11.711,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407499,-104.87568086,
12:52:11.777,,,,,,,,,,,,,,,,,,,,,,,,,,,341.484375,,,,,39.56407499,-104.87568086,
12:52:12.075,23,13,,54.98,,342.3,,-5.86,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:12.417,,,27.49,,,,342.3,,,95.26,,94.09,,,,,,,,,,,,-2.005878,,,,,,,,39.56407499,-104.87568086,
12:52:12.467,,,,,,,,,,,,,,,,,5823.95877601562,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:12.583,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:12.728,,,,,,,,,,,,,,,,,,2.09487661392319,,0.0211454176187454,252.040872348903,-6.48095248065934,-4.02707592385978,,,,,,,,8.07782549908534,39.56407499,-104.87568086,
12:52:12.786,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407499,-104.87568086,
12:52:12.852,,,,,,,,,,,,,,,,,,,,,,,,,,-7.1,341.765625,,,,,39.56407499,-104.87568086,
12:52:13.253,23,13,,54.98,,342.1,,-7.32,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:13.430,,,,,,,,,,,,,,,,,5823.95397009766,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:13.563,,,27.49,,,,342.1,,,95.26,,94.09,,,,,,,,,,,,-2.504172,,,,,,,,39.56407499,-104.87568086,
12:52:13.735,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:13.838,,,,,,,,,,,,,,,,,,2.23536227084646,,0.0232526012151535,252.042979532499,-4.39266951311651,-2.72947744803472,,,,,,,,6.83508311461067,39.56407499,-104.87568086,
12:52:13.903,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407499,-104.87568086,
12:52:14.043,,,,,,,,,,,,,,,,,,,,,,,,,,-3,341.578125,,,,,39.56407499,-104.87568086,
12:52:14.409,23,13,,54.98,,341.8,,-1.84,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56407499,-104.87568086,
12:52:14.432,,,,,,,,,,,,,,,,,5823.94195530273,,,,,,,,,,,,,,,39.56407498,-104.87568084,
12:52:14.696,,,27.49,,,,342.3,,,95.26,,94.09,,,,,,,,,,,,-0.629832,,,,,,,,39.56407498,-104.87568084,
12:52:14.875,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407498,-104.87568084,
12:52:15.059,,,,,,,,,,,,,,,,,,2.38063767271504,,0.0255714143637269,252.045298345648,-17.4649747869273,-10.8522288483278,,,,,,,-0.0125375100115341,6.83508311461067,39.56407498,-104.87568084,
12:52:15.167,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407498,-104.87568084,
12:52:15.248,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,341.53125,,,,,39.56407498,-104.87568084,
12:52:15.441,,,,,,,,,,,,,,,,,5823.93474642578,,,,,,,,,,,,,,,39.56407498,-104.87568083,
12:52:15.541,23,13,,54.98,,341.8,,-2.62,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56407498,-104.87568083,
12:52:15.842,,,27.49,,,,341.8,,,95.26,,94.09,,,,,,,,,,,,-0.895516,,,,,,,,39.56407498,-104.87568083,
12:52:16.053,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407498,-104.87568083,
12:52:16.294,,,,,,,,,,,,,,,,,,2.49929005115291,,0.0277034776971928,252.047430408981,-11.1667463227904,-6.93869232933861,,,,,,,-0.0243762446111428,6.21371192237334,39.56407498,-104.87568083,
12:52:16.353,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407498,-104.87568083,
12:52:16.432,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,341.484375,,,,,39.56407498,-104.87568083,
12:52:16.471,,,,,,,,,,,,,,,,,5821.74004388672,,9.80336809605633,,,,,,,,,,11.0504654107473,,,39.56413859,-104.87559054,
12:52:16.741,23,13,,54.98,,342.1,,-1.42,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56413859,-104.87559054,
12:52:17.139,,,27.49,,,,341.8,,,95.26,,94.09,,,,,,,,,,,,-0.485356,,,,,,,,39.56413859,-104.87559054,
12:52:17.336,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56413859,-104.87559054,
12:52:17.442,,,,,,,,,,,,,,,,,,2.5857998543421,,0.029487113762571,252.049214045046,-18.543090020521,-11.5221383891412,,,,,,,-0.0240322417711969,5.59234073013601,39.56413859,-104.87559054,
12:52:17.448,,,,,,,,,,,,,,,,,5821.63110974609,,9.78608098281056,,,,,,,,,,7.11345755806461,,,39.56416125,-104.87556138,
12:52:17.501,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56416125,-104.87556138,
12:52:17.578,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,341.421875,,,,,39.56416125,-104.87556138,
12:52:17.913,23,13,,54.98,,341.6,,-0.32,95.03,,94.11,,,,,98,,,,,,,,,,,,,,,,39.56416125,-104.87556138,
12:52:18.267,,,27.49,,,,342.1,,,95.26,,94.09,,,,,,,,,,,,-0.109472,,,,,,,,39.56416125,-104.87556138,
12:52:18.429,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56416125,-104.87556138,
12:52:18.448,,,,,,,,,,,,,,,,,5821.84417210937,,9.76776122970823,,,,,,,,,,6.97924097521269,,,39.56417772,-104.87553135,
12:52:18.509,,,,,,,,,,,,,,,,,,2.64622040233612,,0.0309604007388518,252.050687332023,-73.0780473545747,-45.4085793627594,,,,,,,-0.0181896269511838,4.97096953789867,39.56417772,-104.87553135,
12:52:18.563,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56417772,-104.87553135,
12:52:18.631,,,,,,,,,,,,,,,,,,,,,,,,,,0,341.390625,,,,,39.56417772,-104.87553135,
12:52:19.048,23,13,,54.98,,341.8,,0.02,95.03,,94.12,,,,,98,,,,,,,,,,,,,,,,39.56417772,-104.87553135,
12:52:19.336,,,27.49,,,,341.6,,,95.26,,94.09,,,,,,,,,,,,0.006832,,,,,,,,39.56417772,-104.87553135,
12:52:19.441,,,,,,,,,,,,,,,,,5824.22470347656,,,,,,,,,,,,,,,39.56420188,-104.87547502,
12:52:19.511,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56420188,-104.87547502,
12:52:19.615,,,,,,,,,,,,,,,,,,2.7057042405815,,0.0324876326765578,252.05221456396,1170.96018735363,727.600702576112,,,,,,,-0.0186499857236314,4.97096953789867,39.56420188,-104.87547502,
12:52:19.688,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56420188,-104.87547502,
12:52:19.787,,,,,,,,,,,,,,,,,,,,,,,,,,,341.390625,,,,,39.56420188,-104.87547502,
12:52:20.163,23,13,,54.98,,341.8,,0.18,95.03,,94.12,,,,,98,,,,,,,,,,,,,,,,39.56420188,-104.87547502,
12:52:20.444,,,,,,,,,,,,,,,,,5822.16056170898,,9.73217826645218,,,,,,,,,,7.00161085012732,,,39.56418169,-104.87540119,
12:52:20.459,,,27.49,,,,341.8,,,95.26,,94.09,,,,,,,,,,,,0.061524,,,,,,,,39.56418169,-104.87540119,
12:52:20.609,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56418169,-104.87540119,
12:52:20.714,,,,,,,,,,,,,,,,,,2.76186178274541,,0.0340049384165915,252.0537318697,130.030557180938,80.7972173460763,,,,,,,-0.0128172532465702,4.97096953789867,39.56418169,-104.87540119,
12:52:20.815,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56418169,-104.87540119,
12:52:20.980,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,341.359375,,,,,39.56418169,-104.87540119,
12:52:21.316,23,13,,54.98,,341.4,,0.6,95.03,,94.12,,,,,98,,,,,,,,,,,,,,,,39.56418169,-104.87540119,
12:52:21.442,,,,,,,,,,,,,,,,,5823.23949029297,,9.71444174083178,,,,,,,,,,6.95687163362523,,,39.56420792,-104.87536723,
12:52:21.652,,,27.49,,,,341.8,,,95.26,,94.09,,,,,,,,,,,,0.20508,,,,,,,,39.56420792,-104.87536723,
12:52:21.992,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56420792,-104.87536723,
